id,sex,employment,married,income,signal1
71189,M,employed,0,89637,.32945371
71190,M,employed,0,6401,.17005631
71191,M,employed,0,8483,0
71192,M,employed,1,26884,0
71193,F,employed,1,19023,0
71194,F,retired,1,7324,.043897286
71195,M,employed,1,14172,.018619075
71196,F,unemployed,1,14642,.7452451
71197,F,student,0,0,.99952692
71198,F,employed,1,21625,.67902309
71199,M,employed,1,31680,.47920299
71200,F,unemployed,1,0,0
71201,M,unemployed,1,7627,.16433606
71202,M,employed,1,8372,.36635539
71203,F,unemployed,1,0,.84855533
71204,F,unemployed,1,0,.59144247
71205,M,employed,1,7356,.75859892
71206,F,student,0,0,.88751131
71207,M,employed,0,14541,.039297312
71208,M,employed,1,23114,.86488676
71209,F,student,0,0,.6835736
71210,M,retired,1,19134,0
71211,M,retired,0,14825,0
71212,M,student,0,0,.93919462
71213,M,employed,0,9853,.72687036
71214,F,employed,0,12338,.77877474
71215,F,employed,1,14880,.84798336
71216,F,employed,1,49268,.68352747
71217,F,employed,1,6265,.77673125
71218,F,unemployed,1,0,.59836239
71219,M,unemployed,1,8292,0
71220,M,unemployed,1,0,0
71221,F,employed,1,7009,.77210844
71222,F,employed,1,26647,0
71223,F,employed,1,17739,.80781847
71224,F,employed,1,4156,.70201296
71225,M,employed,1,19450,.92666149
71226,F,student,0,0,.92235929
71227,M,employed,1,18703,.16265061
71228,M,employed,0,7761,0
71229,F,employed,1,9424,.14079404
71230,F,employed,1,13449,.75483584
71231,M,employed,1,9690,.73228288
71232,M,employed,1,26159,.59674412
71233,M,retired,0,3009,.22693062
71234,M,employed,0,8319,.28330961
71235,M,unemployed,1,8051,0
71236,F,employed,1,6652,.83066922
71237,M,employed,1,5557,.54711884
71238,M,employed,1,40091,.36788633
71239,M,employed,1,28643,.0047026128
71240,F,employed,1,9583,.057173751
71241,F,retired,1,11232,.35506338
71242,M,student,0,0,.75741708
71243,M,employed,1,24894,.54428881
71244,M,student,0,6812,.89755732
71245,M,retired,0,5868,.23982386
71246,F,employed,1,12010,.86633599
71247,M,employed,1,6398,.51332545
71248,M,unemployed,1,20480,.54977429
71249,F,unemployed,0,0,.57690555
71250,F,student,0,0,.51104701
71251,M,retired,1,4317,0
71252,F,unemployed,1,12440,.74936229
71253,M,unemployed,1,0,.080608368
71254,F,employed,1,9693,.55207545
71255,F,retired,1,3619,.23271632
71256,M,retired,1,12764,.20412561
71257,F,employed,0,21282,.41906238
71258,M,retired,0,3875,.11978606
71259,M,student,0,27492,.81672734
71260,F,employed,1,7680,.41771966
71261,F,employed,1,15899,.80678052
71262,F,unemployed,0,0,.74540991
71263,F,employed,1,4402,.50522357
71264,F,unemployed,1,0,.79341024
71265,F,student,0,0,.87877077
71266,M,unemployed,1,10916,.6881808
71267,M,employed,1,9904,.64812064
71268,F,student,1,10971,.76847833
71269,F,employed,0,23433,.17060575
71270,M,unemployed,1,0,.64714867
71271,M,employed,0,7006,.71103388
71272,M,unemployed,1,0,.83578438
71273,M,employed,1,23021,0
71274,M,employed,1,22872,.43333489
71275,M,employed,1,29359,.59154886
71276,F,retired,1,3462,0
71277,M,employed,1,13464,.5178045
71278,M,employed,1,49057,.51739436
71279,F,employed,0,9142,0
71280,M,employed,1,9456,.62998039
71281,F,unemployed,1,13058,.58152187
71282,M,student,0,0,.81263453
71283,M,student,0,0,0
71284,F,retired,0,2328,0
71285,M,employed,1,29793,.61398661
71286,F,student,0,8412,.5899688
71287,F,employed,0,20034,.54173857
71288,F,retired,1,3605,.30796269
71289,M,employed,1,20444,0
71290,F,unemployed,0,9698,.55944902
71291,F,student,0,0,.95047116
71292,F,student,0,3449,.88882428
71293,F,employed,1,15468,.83363175
71294,M,employed,0,8333,.630678
71295,F,employed,1,9341,.40021616
71296,F,employed,1,40719,.048671484
71297,M,retired,1,7745,0
71298,F,employed,1,40476,0
71299,M,retired,0,9755,.1448708
71300,M,student,0,5184,.98105335
71301,M,employed,1,66907,.68695599
71302,M,employed,0,11834,.87424755
71303,M,employed,0,59188,.24152368
71304,M,employed,1,16808,.46002007
71305,M,employed,1,72892,.81285441
71306,M,employed,1,10429,.43559641
71307,F,employed,0,20038,0
71308,M,student,1,10455,.83974528
71309,M,student,1,23062,.99287182
71310,F,employed,0,32566,0
71311,F,student,0,0,.98480457
71312,M,unemployed,1,135540,.6154986
71313,M,unemployed,1,0,0
71314,M,student,0,0,.16354808
71315,M,retired,0,4894,.22882099
71316,M,student,0,31920,.52807009
71317,M,unemployed,1,12796,0
71318,M,employed,1,30451,.51931548
71319,M,retired,1,6912,.0049973554
71320,F,employed,1,15524,.20790093
71321,M,employed,1,17557,.31023771
71322,M,employed,1,6262,0
71323,M,employed,1,45785,.22914566
71324,M,employed,0,25675,.53686857
71325,F,employed,1,6874,0
71326,M,employed,1,9794,.99666309
71327,M,employed,0,6822,0
71328,F,unemployed,1,0,.54987854
71329,M,employed,0,7458,.53823292
71330,F,employed,1,12743,.53897566
71331,M,employed,0,13928,0
71332,M,employed,1,28709,0
71333,M,employed,1,40460,.84654784
71334,F,unemployed,1,0,0
71335,F,employed,1,6476,.57079798
71336,M,employed,1,7927,0
71337,M,employed,1,23834,.16506594
71338,F,employed,1,35349,.50360441
71339,F,student,0,7979,.93295819
71340,M,employed,1,13746,0
71341,M,retired,1,43086,.32701337
71342,M,student,0,0,.88598263
71343,M,employed,0,16058,.56464493
71344,M,unemployed,1,8932,.75209773
71345,F,retired,1,5038,0
71346,M,employed,1,10978,.28785366
71347,M,employed,1,5668,.55494595
71348,F,student,0,0,.73551035
71349,F,employed,1,5302,0
71350,M,unemployed,1,0,.70836645
71351,M,retired,1,15235,.2415309
71352,F,student,0,0,.90411174
71353,M,student,0,0,.83942157
71354,F,unemployed,1,0,0
71355,F,unemployed,1,0,0
71356,M,employed,1,14043,.3097879
71357,M,employed,1,6774,.71242797
71358,M,employed,1,54148,.72432971
71359,F,employed,1,27244,.53333127
71360,M,employed,1,50360,.90130669
71361,M,student,0,43691,.96022326
71362,F,retired,1,3146,.23799399
71363,F,employed,0,7722,.58509743
71364,M,employed,1,9270,0
71365,M,retired,1,4734,.1733318
71366,M,employed,1,39480,.16527352
71367,M,employed,1,11532,.81162101
71368,M,employed,1,7349,.33856931
71369,M,employed,1,15094,.4967382
71370,M,unemployed,0,5511,0
71371,F,student,0,3000,.1470888
71372,F,employed,1,14972,.19599679
71373,M,student,0,3805,.8426196
71374,M,employed,1,37355,0
71375,F,employed,1,7488,0
71376,M,employed,1,11229,.66465712
71377,M,employed,1,26260,.01644109
71378,F,retired,1,6858,.28236622
71379,M,employed,1,16986,.46898347
71380,M,employed,0,51572,.1092599
71381,M,unemployed,1,35372,.77612901
71382,M,student,0,4858,.014187784
71383,M,retired,1,7240,.15337464
71384,F,employed,0,10337,.93997532
71385,F,employed,1,10146,0
71386,F,student,0,13120,.068089157
71387,F,employed,1,16237,.77867609
71388,M,employed,1,18251,.66626447
71389,F,employed,1,75054,.1819462
71390,M,employed,0,7241,.74169183
71391,M,employed,1,19752,.4398292
71392,M,employed,1,21516,.51427549
71393,F,student,0,5199,.91186798
71394,M,employed,1,19909,.21941487
71395,M,employed,1,13930,.92265779
71396,F,retired,0,13799,0
71397,M,student,0,0,.8235842
71398,M,retired,1,12724,0
71399,M,retired,0,5409,.22032583
71400,M,employed,1,7594,0
71401,M,employed,0,87001,.38126937
71402,M,employed,1,35011,.073733211
71403,M,retired,0,9130,.28899837
71404,F,unemployed,0,0,.65809435
71405,M,employed,1,19949,.080302894
71406,F,retired,0,2893,0
71407,F,employed,1,7330,.48399809
71408,M,employed,1,10062,.52392685
71409,M,employed,1,7815,.16172403
71410,M,employed,1,25512,0
71411,F,retired,0,8516,0
71412,M,student,0,0,.86759591
71413,M,employed,1,22391,.59755117
71414,F,employed,1,5867,.73047131
71415,M,employed,1,19154,.15069643
71416,M,employed,1,8538,0
71417,F,employed,1,7723,.88571632
71418,M,student,0,0,.97793186
71419,M,employed,0,7629,.59905279
71420,F,student,0,3724,.72875184
71421,F,unemployed,0,18425,.56716943
71422,M,unemployed,1,16891,.65543097
71423,M,employed,1,20314,.038544193
71424,M,student,1,3527,.21019682
71425,M,unemployed,1,0,.84434855
71426,M,employed,1,8952,.51451296
71427,M,employed,1,12940,.67502958
71428,M,employed,0,7057,.5842061
71429,M,employed,0,76577,.80201882
71430,M,unemployed,1,16104,0
71431,M,employed,1,11114,0
71432,M,student,0,0,.25241211
71433,F,employed,0,139946,.6209271
71434,M,student,0,0,.99275088
71435,M,unemployed,0,0,.66325474
71436,M,employed,1,12914,0
71437,F,retired,1,14159,0
71438,M,employed,1,11415,.52622181
71439,F,employed,1,85973,.6347636
71440,M,unemployed,1,0,0
71441,F,student,0,0,.84687322
71442,M,unemployed,1,7689,.092131436
71443,F,employed,1,9165,.52225
71444,F,employed,1,12011,.80831742
71445,M,employed,1,12219,.8448543
71446,F,student,0,0,0
71447,F,employed,1,24026,.50141263
71448,M,employed,1,21860,0
71449,F,employed,1,5175,0
71450,M,employed,0,13154,0
71451,M,student,0,16565,.48385447
71452,F,student,0,0,.52263337
71453,M,employed,1,9995,.28646296
71454,M,employed,1,14717,.77385134
71455,M,employed,1,8044,.18206061
71456,M,retired,0,2446,.29394871
71457,F,unemployed,0,12899,.82668889
71458,M,employed,0,12299,.53577274
71459,F,unemployed,0,0,.7145192
71460,M,employed,1,26790,.55915695
71461,M,employed,1,8035,.40925935
71462,F,retired,1,3434,0
71463,M,employed,1,8826,.50211442
71464,M,retired,1,4073,.2562148
71465,F,employed,1,11722,0
71466,M,employed,1,26014,0
71467,M,employed,1,7655,.74157935
71468,M,employed,1,9745,.36857909
71469,F,unemployed,0,14506,.37065345
71470,M,employed,0,7157,0
71471,F,unemployed,1,0,.099679671
71472,M,retired,1,8943,.20036998
71473,M,unemployed,1,0,.1897911
71474,M,employed,1,8206,0
71475,M,employed,1,6763,.11195721
71476,M,employed,1,13419,.35395092
71477,F,employed,1,22892,0
71478,F,unemployed,1,0,.69500566
71479,F,unemployed,1,11127,0
71480,F,employed,1,71921,0
71481,F,retired,1,3895,.20287855
71482,F,employed,0,33330,.13997844
71483,F,unemployed,0,0,.43774161
71484,F,retired,1,7865,.21195193
71485,M,unemployed,1,0,.71053785
71486,M,employed,1,9082,.6777454
71487,M,employed,1,26641,0
71488,M,unemployed,0,19283,.29122558
71489,F,employed,1,6419,.391738
71490,F,unemployed,1,0,.075847097
71491,M,employed,1,10591,.78610653
71492,M,employed,1,10899,0
71493,F,employed,0,11358,.62922621
71494,F,employed,1,19336,.77511716
71495,M,student,0,0,.097254172
71496,M,employed,1,16842,.39476496
71497,F,employed,1,9086,.46964344
71498,F,employed,1,17676,.2880156
71499,M,employed,1,7408,.4703891
71500,M,retired,0,4831,.31608924
71501,F,retired,0,5974,.25768596
71502,M,retired,1,6447,.21180852
71503,M,student,0,0,.9526965
71504,M,employed,1,6333,.3972728
71505,F,retired,1,4193,0
71506,F,unemployed,1,8038,.5857563
71507,F,retired,0,6607,.13895151
71508,M,student,0,7714,.84013927
71509,M,employed,1,11454,.32589591
71510,M,student,0,0,.88756192
71511,M,student,0,0,.31811416
71512,M,employed,0,10302,.50187874
71513,F,employed,0,11105,0
71514,M,student,0,0,.0016489654
71515,M,employed,0,28344,.58868158
71516,F,employed,0,7968,0
71517,M,employed,0,26585,0
71518,F,unemployed,0,0,.037588209
71519,M,employed,1,40349,0
71520,M,employed,0,8719,.724325
71521,M,retired,1,10035,.28327972
71522,F,employed,1,24219,.52296251
71523,F,student,0,0,.79908705
71524,M,unemployed,1,0,.63998777
71525,M,student,0,5961,.94076687
71526,F,retired,1,6143,0
71527,F,employed,1,18954,.33498812
71528,F,unemployed,0,7573,.74357933
71529,M,retired,0,16164,.11205895
71530,M,retired,0,8170,0
71531,M,employed,1,8020,.79004151
71532,F,employed,1,6246,.73455358
71533,M,employed,1,39586,0
71534,M,student,0,5833,.62820524
71535,F,employed,1,5477,.80020458
71536,F,employed,0,9439,0
71537,F,retired,0,6239,0
71538,M,employed,0,5446,.57589626
71539,M,employed,1,14040,0
71540,F,unemployed,0,88730,0
71541,F,employed,1,10957,.50950617
71542,F,employed,1,4345,0
71543,F,retired,0,15131,0
71544,M,employed,0,263460,.45813587
71545,M,employed,1,21311,.60832489
71546,F,unemployed,0,28120,.67523003
71547,M,employed,1,8753,.63057882
71548,M,student,0,0,.93157089
71549,M,employed,0,7878,.59445661
71550,M,employed,1,15398,.72688019
71551,M,employed,0,51128,.53706074
71552,M,employed,1,27896,0
71553,M,employed,1,10037,.71500415
71554,F,employed,1,7120,.58578885
71555,F,employed,1,13844,0
71556,M,student,0,0,.15956491
71557,F,student,0,2939,.90660596
71558,F,employed,1,4217,.093610331
71559,M,employed,1,12098,.5356918
71560,M,employed,1,24664,.5743171
71561,F,retired,0,2869,.30726272
71562,F,unemployed,1,0,.78233236
71563,F,employed,1,21591,.86142713
71564,M,student,0,9311,.81518066
71565,M,employed,0,15464,.79404825
71566,F,student,0,2687,.815422
71567,F,retired,1,2740,.26855323
71568,F,employed,1,24699,.81025457
71569,M,unemployed,1,15837,0
71570,M,employed,1,6892,.2422706
71571,M,employed,1,22054,0
71572,F,employed,1,33389,0
71573,M,employed,1,65821,0
71574,F,student,0,39659,.87707043
71575,M,employed,0,6995,.67487645
71576,M,employed,0,17221,.053178325
71577,F,employed,0,6984,0
71578,M,retired,1,547,.33562523
71579,M,employed,1,244319,.54516029
71580,F,employed,0,14376,0
71581,M,employed,1,11231,.49648976
71582,M,employed,0,6326,.8765493
71583,M,unemployed,1,0,.11189348
71584,F,student,0,0,.83885968
71585,M,employed,1,114652,.86290663
71586,F,employed,0,9079,.66476578
71587,F,employed,1,9300,.49707875
71588,M,student,0,0,.8573631
71589,F,employed,0,9512,.080877125
71590,M,employed,1,10117,.62671584
71591,M,student,0,3996,.96022576
71592,F,employed,1,50709,.64379555
71593,M,employed,0,5794,.51451939
71594,M,employed,1,10760,.54698592
71595,M,student,0,4856,.240181
71596,M,employed,1,37105,.47921184
71597,M,student,1,0,.84892178
71598,F,employed,1,5054,.57552707
71599,F,employed,1,4080,.71218276
71600,M,employed,1,9855,.50861079
71601,F,employed,1,26297,0
71602,M,student,0,0,.22317109
71603,F,employed,1,8800,.81249028
71604,M,employed,1,18756,.55336088
71605,F,employed,1,9108,.49564779
71606,M,employed,0,33053,.51512259
71607,M,employed,1,6740,.27712691
71608,M,unemployed,1,8651,.62157643
71609,M,student,0,0,0
71610,M,employed,1,17574,.18936875
71611,M,employed,1,18412,.51542217
71612,F,retired,1,3579,.19764218
71613,F,employed,1,6299,0
71614,M,employed,1,11525,.87465435
71615,M,employed,1,181966,.83998394
71616,F,student,0,61873,.59863317
71617,M,employed,1,13302,.51741165
71618,M,employed,1,18514,.31872591
71619,M,employed,1,10442,.55409658
71620,F,student,0,5699,.73169363
71621,M,student,1,0,.75794727
71622,M,employed,1,11945,.75434065
71623,M,student,0,3149,0
71624,F,unemployed,0,0,.64765793
71625,M,employed,1,15433,0
71626,F,employed,0,8461,.17895213
71627,M,retired,0,3462,0
71628,F,unemployed,1,15088,0
71629,F,unemployed,1,0,.23507665
71630,M,employed,1,12264,.15626241
71631,F,unemployed,1,130794,.66460741
71632,F,retired,1,45177,.20237848
71633,F,student,0,0,.93083256
71634,M,employed,1,117288,.83885849
71635,F,employed,1,10847,.17141086
71636,F,student,0,20832,.39927742
71637,F,student,0,0,.29393566
71638,F,unemployed,0,0,.60451496
71639,M,employed,1,40716,.73626226
71640,M,employed,1,18090,.83018905
71641,F,retired,0,3560,.26498547
71642,F,employed,1,509403,.97086149
71643,F,employed,1,4666,0
71644,M,employed,1,12856,.60823935
71645,M,employed,1,18211,.39418578
71646,F,student,0,0,.90207958
71647,F,unemployed,1,0,.65341032
71648,M,student,0,7974,.0502657
71649,M,retired,1,25391,0
71650,M,student,1,0,.85885578
71651,F,employed,1,19144,.94915712
71652,M,unemployed,1,0,0
71653,F,employed,1,4715,.26981923
71654,M,retired,1,1412,.20659101
71655,M,employed,1,19343,.67040694
71656,M,employed,1,7356,.0014548661
71657,M,student,0,0,.71862876
71658,M,employed,1,11562,.70153993
71659,M,employed,1,12548,.80493444
71660,M,employed,0,52044,0
71661,F,student,0,61744,.64813948
71662,M,employed,1,6821,0
71663,M,employed,1,7759,.065400705
71664,F,unemployed,1,0,0
71665,M,student,0,0,.3237769
71666,M,employed,1,21048,0
71667,F,retired,0,7262,0
71668,F,unemployed,1,8621,.53386259
71669,M,unemployed,1,6678,.50169247
71670,M,employed,0,8357,.35468379
71671,F,unemployed,1,9057,0
71672,F,employed,1,15534,.32024112
71673,M,employed,1,13500,0
71674,M,employed,1,53285,0
71675,F,student,0,0,.93153518
71676,M,employed,1,80238,.96549392
71677,F,employed,1,13137,.094522707
71678,F,employed,1,6386,.54756081
71679,F,employed,1,31186,.96806812
71680,M,employed,1,20798,.23310672
71681,F,employed,1,11878,.43269333
71682,F,unemployed,0,0,0
71683,F,unemployed,1,0,0
71684,M,employed,1,10297,0
71685,F,unemployed,1,0,.38548356
71686,M,unemployed,1,25472,.79496902
71687,M,employed,1,7805,.7459603
71688,F,unemployed,1,17432,.5441485
71689,F,employed,0,7557,.59181511
71690,F,student,0,33914,.85843152
71691,M,employed,1,9532,.025147565
71692,F,employed,1,9184,.73549986
71693,M,unemployed,1,9556,.10351486
71694,M,employed,1,6828,.2814621
71695,M,unemployed,0,7701,.58743048
71696,M,student,0,0,.97911346
71697,M,employed,1,5472,.01654475
71698,M,student,1,0,.31646207
71699,M,retired,0,48766,0
71700,F,employed,1,92288,.51257128
71701,F,employed,1,6836,.82102972
71702,F,employed,1,6341,0
71703,M,employed,0,10740,.20290865
71704,M,employed,0,13871,0
71705,M,employed,0,8270,.57112277
71706,F,retired,1,3579,.082769677
71707,M,employed,1,10147,.53171343
71708,F,unemployed,0,0,.33067626
71709,F,unemployed,1,0,.21587797
71710,F,employed,1,12827,.30701786
71711,M,student,0,0,.90529639
71712,F,employed,1,10486,.56432903
71713,M,student,0,3701,.94414699
71714,M,employed,0,8738,0
71715,M,employed,1,31437,.62589872
71716,F,unemployed,1,12558,.56505114
71717,M,employed,1,104011,.73559296
71718,M,employed,1,58929,.80641878
71719,F,employed,0,14873,0
71720,F,retired,1,11411,0
71721,M,employed,1,11742,.71607625
71722,F,student,0,0,.88175118
71723,F,student,0,0,.74164367
71724,M,student,0,0,.89299786
71725,M,employed,0,22235,.40803015
71726,F,retired,1,2897,.22873518
71727,F,unemployed,1,0,.077257998
71728,F,student,0,0,.8440758
71729,M,employed,1,14590,.33286697
71730,F,unemployed,1,7394,.60585952
71731,M,retired,0,17317,0
71732,M,employed,1,8008,.83397937
71733,F,employed,0,1000000,.25346354
71734,M,employed,0,10159,0
71735,M,student,0,59600,0
71736,M,retired,1,9461,0
71737,M,employed,1,10873,0
71738,M,employed,1,19089,.95398068
71739,M,employed,1,10221,.56342661
71740,F,employed,1,5194,.78271359
71741,F,employed,0,9487,0
71742,F,unemployed,1,0,.015476186
71743,M,retired,0,66552,.18768021
71744,F,employed,1,14251,.18482268
71745,F,unemployed,1,0,.88854396
71746,F,unemployed,0,0,.55743968
71747,M,employed,1,13339,.55511981
71748,F,employed,1,24211,.62065256
71749,M,student,0,0,.3887648
71750,M,employed,1,8005,0
71751,M,employed,1,13037,.040475413
71752,M,employed,1,41186,.61679965
71753,F,retired,1,8993,.29078308
71754,F,employed,1,20256,.21128435
71755,M,employed,1,25000,.80528212
71756,F,employed,1,18384,0
71757,M,employed,1,60509,.59362161
71758,F,unemployed,0,0,.94385308
71759,F,employed,1,14024,0
71760,M,employed,1,11834,0
71761,M,employed,1,13089,.93574381
71762,M,retired,1,174893,0
71763,F,employed,1,48460,.63917363
71764,F,employed,1,6728,.89867896
71765,M,student,0,2820,.88356072
71766,M,employed,1,7470,.67429173
71767,F,employed,1,5266,.68327129
71768,M,student,0,19016,.41568577
71769,F,student,0,7866,.866844
71770,M,employed,1,19997,.40685427
71771,M,employed,1,19628,.14292668
71772,F,employed,0,20363,0
71773,F,employed,1,5567,.64078784
71774,M,unemployed,1,0,0
71775,M,student,0,6482,.15144551
71776,M,employed,1,6739,.50097787
71777,M,employed,1,8594,0
71778,M,unemployed,1,5445,.51056689
71779,M,employed,1,35164,.51676285
71780,F,employed,1,7091,.5724901
71781,M,retired,0,4119,0
71782,M,retired,0,8903,0
71783,M,employed,1,13869,.67546868
71784,M,employed,1,9467,.84940904
71785,M,employed,1,172073,.643996
71786,M,employed,1,10552,0
71787,F,employed,1,8604,.42185813
71788,M,employed,1,14601,.080322929
71789,M,employed,1,11281,.2239221
71790,F,employed,1,14981,.8015781
71791,F,retired,0,623,.39978868
71792,M,employed,0,5331,0
71793,F,employed,0,6432,.20797865
71794,M,employed,1,8767,.15499856
71795,M,employed,1,11359,.53001058
71796,M,unemployed,1,5768,.72094101
71797,F,unemployed,1,0,.52519554
71798,F,retired,0,2520,0
71799,F,employed,1,5398,.60802805
71800,F,employed,1,6857,.70259207
71801,M,employed,1,6839,.06125072
71802,M,employed,1,20338,.4647139
71803,M,unemployed,1,0,.54365534
71804,F,employed,1,18084,.69000173
71805,M,employed,1,122664,0
71806,F,employed,0,10724,.61830556
71807,F,student,0,0,.65686697
71808,M,unemployed,1,10170,0
71809,F,unemployed,0,0,.67183042
71810,M,employed,1,29333,.81300753
71811,F,employed,0,7436,.17323342
71812,M,employed,1,17998,.527206
71813,M,unemployed,0,0,.1314225
71814,M,employed,1,24603,.52912617
71815,M,retired,0,9387,0
71816,F,employed,1,14886,.58010513
71817,M,employed,1,16431,.7395125
71818,F,employed,1,28481,0
71819,M,employed,1,30524,.68211889
71820,M,employed,1,13216,.47558832
71821,F,unemployed,0,0,.5721826
71822,M,employed,1,88929,.71340209
71823,M,unemployed,0,0,.54505074
71824,M,employed,0,22505,0
71825,M,student,0,0,.87909728
71826,F,retired,0,3942,.20896053
71827,M,student,0,0,.11701645
71828,M,employed,1,27755,.21729419
71829,M,unemployed,1,6614,.6310699
71830,M,employed,1,20036,.66971701
71831,F,employed,1,28781,.53793341
71832,M,employed,1,22644,0
71833,M,employed,1,7549,.42788061
71834,M,employed,0,6362,.58030015
71835,M,employed,0,37342,.78414601
71836,M,student,0,0,.70490962
71837,M,retired,1,4910,.12466872
71838,M,student,1,0,.76397175
71839,F,employed,0,18576,.86648446
71840,M,unemployed,1,9673,.52797449
71841,M,employed,0,12613,.63184512
71842,F,unemployed,1,0,.5596506
71843,F,employed,1,16724,.79067814
71844,M,employed,1,6698,.51673639
71845,M,employed,0,41701,.17154087
71846,M,employed,1,14317,.24497181
71847,M,employed,1,44126,.75209546
71848,M,employed,0,111992,0
71849,M,employed,1,6987,.63590115
71850,M,employed,1,13336,.025270237
71851,M,employed,1,93065,.66975778
71852,M,student,0,18541,.93402284
71853,M,employed,0,6970,.96551663
71854,F,employed,1,9137,.29578722
71855,F,employed,0,11807,.18712558
71856,M,retired,1,8573,.21556728
71857,M,unemployed,1,24360,.74058592
71858,F,retired,1,87489,.22316507
71859,M,student,0,0,0
71860,F,employed,1,13998,.55957788
71861,F,employed,1,15974,.85372078
71862,M,employed,0,8469,.066641428
71863,F,student,0,0,.85312378
71864,M,employed,0,28243,.63339478
71865,F,employed,1,25087,.62014943
71866,F,retired,0,9033,0
71867,F,employed,1,7868,.23067789
71868,M,student,0,2888,.95485562
71869,M,employed,0,11620,.59364384
71870,M,employed,1,6430,0
71871,M,employed,1,28808,.72797167
71872,F,employed,1,71385,.2283978
71873,F,student,0,45433,.79346436
71874,M,employed,0,9219,.50054288
71875,F,student,0,0,.85924625
71876,F,unemployed,1,0,.35534534
71877,M,employed,1,21242,.56739348
71878,F,employed,1,109914,.63345456
71879,M,employed,0,6044,.48444951
71880,F,student,0,8626,.7273438
71881,F,student,0,0,.34726554
71882,M,employed,1,44026,.58884639
71883,M,student,1,0,.87779623
71884,M,retired,0,22976,.318461
71885,F,student,1,0,.38424507
71886,F,student,0,0,.20996808
71887,M,employed,1,10747,.59062481
71888,F,employed,1,15778,0
71889,M,employed,0,29313,.81682181
71890,F,unemployed,1,10374,.57639301
71891,F,employed,1,30083,.56678122
71892,F,retired,1,31543,0
71893,M,unemployed,1,60093,0
71894,F,student,0,0,0
71895,F,employed,1,14410,.29464462
71896,M,employed,1,7935,.97827947
71897,M,employed,1,12701,.5261355
71898,F,employed,1,15248,.49180302
71899,F,employed,0,15338,.17257783
71900,M,student,1,3536,.87307239
71901,F,employed,0,66635,.68708652
71902,F,retired,0,16973,0
71903,M,retired,1,4683,.23008707
71904,M,student,0,5882,.835388
71905,F,employed,0,59887,.67731607
71906,F,employed,0,10967,.97877097
71907,M,student,0,8317,.90847838
71908,M,employed,1,61015,0
71909,F,student,0,14278,.72854412
71910,M,employed,1,37763,0
71911,F,employed,1,24239,.82951564
71912,F,employed,0,9253,.70246226
71913,F,student,1,0,.20442522
71914,M,unemployed,1,0,.47973427
71915,M,employed,1,23535,0
71916,F,employed,1,22364,.18657587
71917,F,retired,1,2524,.25877783
71918,F,employed,0,6141,.21454726
71919,M,employed,0,5916,.13148572
71920,F,employed,0,7874,.1150712
71921,M,retired,0,10266,0
71922,M,employed,1,7267,.59967017
71923,M,unemployed,1,0,.71719235
71924,M,unemployed,1,5868,.6153152
71925,M,retired,1,8431,0
71926,M,unemployed,1,0,.78622824
71927,F,student,0,0,.66449875
71928,F,employed,0,11015,.4844591
71929,F,student,1,8297,.66902417
71930,M,employed,1,14421,.68996346
71931,M,employed,1,11555,.5023399
71932,F,employed,1,7430,.57437038
71933,M,employed,1,12863,.60740346
71934,M,unemployed,1,0,0
71935,M,unemployed,0,0,.51676798
71936,F,employed,0,170863,.024492629
71937,F,unemployed,1,6646,.87554318
71938,M,employed,1,20196,.11732834
71939,M,retired,1,12013,.044863909
71940,M,employed,1,17253,.4462361
71941,M,retired,0,10375,.24935047
71942,M,employed,0,8418,.11832159
71943,F,employed,1,7327,.62968886
71944,M,employed,1,11098,.87703902
71945,F,employed,1,240886,0
71946,F,employed,1,39619,0
71947,F,employed,1,5754,.66613686
71948,M,employed,1,7895,0
71949,F,student,0,10845,.86885881
71950,F,employed,0,14335,.6175766
71951,M,student,0,0,.32621631
71952,M,student,0,0,.85331738
71953,F,employed,1,17418,.58312511
71954,M,employed,1,11560,0
71955,F,employed,1,8573,.62854451
71956,F,unemployed,1,0,.2669321
71957,F,employed,1,12151,0
71958,M,student,0,0,0
71959,F,employed,1,7726,.33348399
71960,M,retired,1,13493,.19760484
71961,F,student,0,9793,.055952512
71962,F,retired,0,4353,0
71963,M,employed,0,13086,0
71964,F,employed,1,6078,.53306913
71965,F,retired,0,2947,0
71966,M,employed,1,16657,.29823259
71967,F,unemployed,1,0,0
71968,F,student,1,10563,.97181523
71969,M,employed,1,102929,.83106261
71970,F,student,0,0,.50980163
71971,F,student,0,0,.20507552
71972,F,employed,0,6194,.3408637
71973,F,employed,1,43019,.86109436
71974,F,employed,0,5620,.6272915
71975,M,employed,0,58269,0
71976,F,employed,1,7541,.2106683
71977,F,employed,1,6790,.7056753
71978,M,employed,1,10866,.50363451
71979,F,student,0,0,.86002558
71980,M,unemployed,0,0,.65544075
71981,M,student,0,0,.38578236
71982,F,employed,1,5954,.57168323
71983,M,employed,1,54131,0
71984,F,retired,0,3394,0
71985,M,employed,0,10428,.52804267
71986,M,employed,1,13316,.52125692
71987,M,employed,1,42103,0
71988,F,employed,0,18834,.78768265
71989,F,employed,0,9617,.43028343
71990,M,employed,1,30455,0
71991,F,employed,1,60618,0
71992,F,employed,1,14293,.72224522
71993,M,employed,0,17582,.57702667
71994,M,retired,1,3990,0
71995,F,unemployed,1,7294,.65987164
71996,M,employed,0,16450,.68124998
