id,sex,employment,married,income,signal1
184747,F,unemployed,1,0,0
184748,M,student,1,7726,.1492945
184749,F,employed,1,8829,.79831356
184750,M,retired,0,5033,.20825717
184751,M,employed,1,7625,.62133205
184752,M,unemployed,0,13359,.97644347
184753,F,employed,1,8879,0
184754,F,employed,1,7918,.69170654
184755,M,employed,0,180991,.57419056
184756,M,employed,0,9798,.50681001
184757,F,unemployed,0,8993,.55451298
184758,F,student,0,7906,.8836056
184759,F,employed,0,8059,.71386027
184760,M,employed,0,11804,.2587848
184761,F,employed,1,27096,.52067584
184762,M,employed,1,7318,.19130445
184763,M,employed,1,6766,.56753916
184764,F,employed,1,5366,0
184765,M,employed,1,9302,.69512516
184766,F,employed,0,33009,.76393908
184767,F,unemployed,1,0,0
184768,M,employed,0,10089,.018501343
184769,F,student,0,4427,.77915555
184770,F,employed,1,5728,.55111659
184771,M,student,0,0,.82209569
184772,F,unemployed,1,6273,0
184773,F,student,0,0,.46059936
184774,F,retired,0,5417,.35052067
184775,F,employed,1,5808,.87069976
184776,M,employed,0,12914,.59661633
184777,M,student,0,0,.93094009
184778,M,student,0,0,.7398349
184779,M,employed,1,48338,.048923954
184780,F,employed,1,7321,.42676622
184781,M,retired,1,15670,.018025167
184782,M,unemployed,0,7972,0
184783,M,unemployed,1,9979,.75948602
184784,F,retired,1,3687,0
184785,M,employed,0,34391,.31156385
184786,M,retired,1,4932,0
184787,M,unemployed,0,6976,.43069029
184788,M,employed,1,6837,.0078843981
184789,M,employed,0,25085,0
184790,M,unemployed,1,0,.538831
184791,M,employed,1,260192,.41187117
184792,F,unemployed,0,39275,.065666638
184793,M,employed,1,6956,.59050208
184794,F,student,0,0,.7287991
184795,M,employed,1,6909,.80259538
184796,M,employed,1,23899,.95887506
184797,F,employed,1,8224,.64887589
184798,F,unemployed,1,0,.39625919
184799,M,employed,0,13429,.68273163
184800,M,employed,1,15434,0
184801,M,unemployed,1,0,0
184802,M,employed,1,8615,0
184803,M,employed,1,7744,.053774454
184804,F,employed,0,9872,.89580393
184805,M,student,0,0,.8325206
184806,M,employed,0,10816,.75289047
184807,M,student,0,0,.11678319
184808,M,employed,1,8492,0
184809,F,employed,0,45625,.041472845
184810,M,student,0,0,.89230239
184811,M,student,0,0,.22584362
184812,F,employed,0,8469,0
184813,F,unemployed,1,8535,.1877441
184814,F,retired,1,4349,.29168755
184815,F,employed,1,28071,.32184222
184816,M,employed,0,23847,.87595856
184817,M,retired,1,4506,0
184818,F,employed,1,20999,.48165068
184819,M,employed,1,43579,.31950694
184820,F,employed,1,6074,.72612411
184821,F,student,0,0,.99289548
184822,M,unemployed,1,0,.22751226
184823,F,employed,1,5116,0
184824,M,student,0,0,.85079676
184825,F,employed,0,153855,.57910824
184826,M,unemployed,1,23978,.71355093
184827,M,employed,1,40700,0
184828,M,employed,1,38558,.50628895
184829,F,retired,0,4326,0
184830,M,employed,1,8501,.70886332
184831,F,employed,1,7284,.52766627
184832,M,employed,1,11454,.70577222
184833,M,retired,1,3653,.28145576
184834,M,employed,1,13913,0
184835,M,employed,0,7315,.55572301
184836,F,employed,1,13051,0
184837,F,student,0,0,.41146237
184838,F,student,0,8526,.13844086
184839,M,employed,1,6118,0
184840,F,employed,1,29330,.64764714
184841,M,student,1,0,.44002876
184842,M,retired,0,31097,.23498538
184843,M,employed,1,24235,.53100228
184844,F,retired,0,65326,.010389625
184845,M,employed,0,10739,.055421393
184846,F,employed,1,12383,.56975496
184847,M,employed,1,10707,.086309753
184848,M,retired,0,19128,.21399924
184849,M,employed,1,22444,.67123479
184850,M,student,0,0,.85347086
184851,M,unemployed,0,9644,.61192256
184852,F,employed,1,116994,0
184853,M,unemployed,1,0,.71524972
184854,M,employed,1,12450,.15772831
184855,F,employed,1,11301,0
184856,M,employed,1,66150,.0035263619
184857,F,retired,0,7060,.2293292
184858,M,employed,0,8426,.85678399
184859,M,employed,1,11815,0
184860,M,employed,1,23006,0
184861,F,unemployed,1,11686,.18260153
184862,M,employed,1,8299,.86310911
184863,M,student,0,60812,0
184864,M,employed,1,14837,.93300015
184865,M,employed,0,6579,.80127865
184866,F,employed,1,14003,.71172506
184867,M,employed,0,19355,.60223985
184868,F,employed,1,12260,.9619751
184869,F,employed,1,86288,.2935876
184870,M,student,0,0,.7957617
184871,F,employed,0,6878,0
184872,F,employed,0,11407,.79403633
184873,M,student,0,0,.88903058
184874,M,employed,1,7306,0
184875,M,unemployed,0,23601,.5039854
184876,M,employed,0,16132,0
184877,M,employed,1,126226,.57120311
184878,F,unemployed,1,8233,.65558541
184879,M,employed,0,5808,0
184880,M,unemployed,0,0,0
184881,M,employed,1,19047,.42818499
184882,M,employed,1,11144,.24837297
184883,M,unemployed,1,0,0
184884,F,employed,0,7010,.039369717
184885,M,employed,0,8086,.10662223
184886,M,employed,0,25683,.930152
184887,M,student,0,0,.77162778
184888,F,employed,0,101178,0
184889,M,unemployed,1,0,.7726683
184890,M,student,0,0,.73133332
184891,F,employed,0,6273,.56918579
184892,M,employed,1,40281,.90843999
184893,M,employed,1,9099,.57119012
184894,F,unemployed,1,0,0
184895,F,unemployed,0,0,.56544286
184896,M,employed,1,25970,.48419493
184897,F,employed,0,21573,.57449192
184898,F,employed,1,20589,.64217007
184899,M,employed,0,7629,.78902298
184900,M,employed,1,12348,.51969123
184901,M,student,0,0,.84447891
184902,M,student,0,0,.50463712
184903,M,student,0,0,.63944435
184904,F,unemployed,0,42163,.18878034
184905,F,unemployed,1,15164,.69221514
184906,F,employed,1,5598,.8002094
184907,M,student,0,0,.7798366
184908,M,employed,0,7469,.86267984
184909,M,employed,1,13974,.791085
184910,M,employed,1,9321,.7157048
184911,M,student,0,0,.95931411
184912,M,employed,1,17028,0
184913,M,employed,0,24614,.54026121
184914,F,employed,1,13912,.62828475
184915,F,employed,0,114407,.76856846
184916,M,employed,1,9366,.34494802
184917,F,employed,1,14094,0
184918,F,unemployed,0,0,.61635512
184919,F,employed,0,11761,.54007488
184920,F,employed,1,10202,.12719566
184921,M,employed,1,12271,.66953343
184922,M,student,1,0,.29269499
184923,F,employed,1,4537,.14769232
184924,F,employed,1,21896,.77635521
184925,F,employed,1,8282,.84024018
184926,M,employed,1,14994,0
184927,M,unemployed,1,12031,.76340073
184928,M,retired,0,4243,0
184929,M,student,0,0,.80635643
184930,F,unemployed,1,0,.37466362
184931,M,retired,1,6250,.33893222
184932,M,employed,1,11799,.5446623
184933,F,employed,1,7079,.51688832
184934,F,employed,1,122191,.50518733
184935,F,student,0,29175,.20570637
184936,F,employed,1,4848,0
184937,F,employed,0,7089,.92749131
184938,F,employed,1,34981,.70482194
184939,F,employed,1,4630,.75635636
184940,F,student,0,0,.92970669
184941,M,employed,1,7199,.55768275
184942,F,employed,1,8923,.62755346
184943,F,unemployed,0,0,.73862207
184944,F,retired,1,45459,0
184945,F,unemployed,0,71147,.70518428
184946,M,student,0,54201,.17428912
184947,F,employed,1,9706,0
184948,M,unemployed,0,11146,.73198068
184949,F,employed,1,12341,.8410303
184950,F,employed,1,11055,.036234707
184951,F,unemployed,0,0,.64586365
184952,M,employed,1,15505,.061878204
184953,F,employed,1,21927,0
184954,F,employed,0,14358,.75297815
184955,F,retired,0,8897,.03508215
184956,M,employed,1,22110,.86951458
184957,M,student,0,0,.85009819
184958,M,employed,1,8428,.8437053
184959,F,employed,1,14882,0
184960,F,unemployed,1,12131,.50082523
184961,M,employed,0,28299,.56270576
184962,M,employed,1,44790,.71730167
184963,M,employed,1,111568,.55379027
184964,M,employed,1,10275,.2012542
184965,F,retired,1,110714,.33961734
184966,M,unemployed,1,10518,.77766669
184967,M,employed,1,8550,.97170073
184968,M,employed,1,17054,.90111285
184969,M,student,0,0,.85267043
184970,F,retired,1,2774,.2967954
184971,M,employed,1,16079,0
184972,M,employed,1,17468,.62223607
184973,M,retired,1,4866,.21823554
184974,F,employed,0,18013,.14006066
184975,M,employed,0,18639,.6770823
184976,M,unemployed,1,0,.68399417
184977,F,unemployed,1,7834,.82340598
184978,M,employed,1,5719,.24045302
184979,F,retired,1,3758,.22689144
184980,M,employed,1,12379,.12548149
184981,M,unemployed,1,0,.84927946
184982,F,employed,1,14155,.83620435
184983,F,student,1,0,.94533533
184984,F,student,0,6236,.6231972
184985,M,employed,1,9663,.075136036
184986,M,employed,0,9270,.54505563
184987,M,employed,0,7149,.563353
184988,F,student,0,23168,.56622088
184989,F,employed,0,16572,.94688147
184990,M,student,0,24306,.63406706
184991,F,employed,0,6054,.23356557
184992,F,employed,1,11225,.70713693
184993,M,employed,1,32638,.27652574
184994,M,retired,1,12461,.19755737
184995,F,employed,1,4291,0
184996,M,unemployed,0,0,.91541314
184997,M,retired,1,41385,0
184998,F,unemployed,1,0,.4511956
184999,M,retired,1,3654,.23258178
185000,F,unemployed,1,0,.61134374
185001,M,employed,1,7564,.51836085
185002,F,retired,1,792,.19833972
185003,M,retired,1,4710,0
185004,M,employed,1,9519,.52526534
185005,F,unemployed,0,0,0
185006,F,employed,1,18754,.68679941
185007,M,employed,0,23059,.062197417
185008,M,retired,0,14693,.1531626
185009,M,employed,0,23422,.78946561
185010,F,unemployed,1,0,.11748088
185011,M,retired,1,13167,.27018541
185012,M,student,0,0,.84735322
185013,M,employed,0,5203,.34073037
185014,F,employed,0,28096,.63756907
185015,F,unemployed,0,11587,.52750611
185016,M,employed,0,24341,0
185017,M,employed,1,12317,.51686484
185018,M,student,0,0,.26131624
185019,F,retired,0,13305,.20100231
185020,M,employed,0,21204,0
185021,F,student,0,0,0
185022,M,employed,1,8755,.81621027
185023,M,employed,1,18025,.096319765
185024,M,student,0,0,0
185025,F,unemployed,1,0,.59586489
185026,F,employed,1,7621,0
185027,M,employed,1,43208,.55779278
185028,F,employed,1,5789,.67869622
185029,M,retired,0,15363,.22261758
185030,F,employed,1,14786,0
185031,F,employed,1,13397,.54722565
185032,M,employed,0,105688,.50326031
185033,M,employed,1,9049,.70869374
185034,F,employed,1,4490,0
185035,M,employed,0,14885,.69018281
185036,F,employed,0,11417,.11771309
185037,M,unemployed,1,12391,.73004323
185038,M,student,0,0,.12271657
185039,M,unemployed,0,8523,.3022227
185040,M,employed,1,18234,.52681696
185041,M,employed,1,15273,.60154009
185042,M,employed,0,10326,.68044239
185043,M,employed,1,45669,.083312392
185044,F,employed,1,47064,.026305716
185045,F,employed,1,10059,.87915653
185046,F,employed,1,83101,.73078394
185047,F,employed,1,14063,.59717125
185048,M,employed,1,24661,.85901564
185049,M,employed,1,13595,.82212019
185050,F,employed,1,11055,.70810223
185051,M,employed,1,6551,.58206439
185052,M,employed,0,5523,.87486142
185053,F,unemployed,0,19941,0
185054,F,employed,1,5215,0
185055,M,student,0,0,.7351653
185056,F,unemployed,0,5873,.49924466
185057,M,employed,0,29753,.65556669
185058,F,employed,1,5784,.48354352
185059,M,employed,1,88308,0
185060,M,retired,1,4027,0
185061,M,student,1,0,.97296345
185062,F,retired,1,7044,.21261489
185063,F,employed,1,5376,.11258467
185064,M,employed,1,9730,0
185065,M,unemployed,1,6723,.70607096
185066,M,employed,1,10520,.65532082
185067,M,employed,0,5494,0
185068,M,employed,1,25580,.15340292
185069,F,unemployed,1,0,.43917927
185070,F,employed,0,24437,.20713663
185071,M,employed,1,49317,.55731469
185072,M,retired,1,7744,.29059893
185073,F,employed,1,27614,.061963711
185074,M,employed,0,9574,.12034231
185075,M,student,0,0,.15961574
185076,M,employed,1,6963,.61503196
185077,M,employed,1,8064,0
185078,M,unemployed,0,5412,.90365714
185079,M,employed,1,6122,.53127843
185080,F,employed,1,18586,.51392972
185081,M,student,0,0,.90042663
185082,F,employed,1,7190,.61843163
185083,M,employed,0,8957,0
185084,F,employed,1,112032,.67077816
185085,M,student,0,0,.96597195
185086,F,employed,1,4885,.80393904
185087,M,employed,1,8523,.96960098
185088,M,employed,1,63133,.64912063
185089,F,employed,1,18225,0
185090,M,employed,1,8899,.59259081
185091,M,employed,0,11016,.60713017
185092,M,employed,1,9186,.47832096
185093,M,employed,1,144531,0
185094,F,employed,1,8053,.18610992
185095,M,unemployed,1,0,.16897132
185096,F,student,0,0,.88875598
185097,M,employed,1,10455,.58472764
185098,F,employed,0,33344,.61369377
185099,M,unemployed,1,9044,.27799854
185100,F,student,1,0,0
185101,F,unemployed,0,0,.81572264
185102,M,employed,0,27507,.4955118
185103,F,unemployed,0,7787,.51966101
185104,F,employed,1,4484,.26253039
185105,M,employed,1,8352,.019498322
185106,M,student,0,0,.86854959
185107,F,employed,1,4673,.26916867
185108,F,retired,0,114754,0
185109,F,employed,1,5596,.24441655
185110,M,employed,1,39256,.39620259
185111,F,student,0,0,.1478911
185112,M,employed,1,5960,0
185113,F,employed,1,4866,.53310758
185114,M,retired,0,7605,0
185115,M,employed,1,27671,.018350506
185116,F,employed,1,5281,.55875337
185117,F,student,0,0,.86463165
185118,M,unemployed,1,0,.20429753
185119,F,student,0,0,.77229887
185120,F,employed,1,8129,.3372485
185121,M,student,0,0,.64860994
185122,M,employed,0,14756,.62037116
185123,M,employed,1,8953,.91333586
185124,M,employed,1,208779,.81515163
185125,M,student,0,0,.81134129
185126,F,employed,1,7586,.92243034
185127,F,student,0,0,.28743431
185128,M,unemployed,1,9582,.54741055
185129,F,employed,1,39742,.39737767
185130,F,employed,1,5192,.48294431
185131,M,employed,1,8706,.56367743
185132,F,student,0,0,.88973594
185133,F,retired,1,3701,0
185134,M,student,0,0,.50163472
185135,M,employed,0,12469,.43706974
185136,F,student,0,0,.8735224
185137,M,employed,1,67781,.72776145
185138,M,employed,1,35392,0
185139,F,retired,0,5218,0
185140,M,unemployed,1,12036,.21948339
185141,M,employed,1,7204,0
185142,F,employed,1,16714,.35108092
185143,M,retired,1,15653,0
185144,F,retired,0,4166,.26042709
185145,M,unemployed,1,6477,.53485394
185146,F,employed,0,7963,.75389403
185147,M,employed,1,7720,.87376195
185148,M,retired,0,5737,.10961644
185149,M,employed,1,80906,.56564987
185150,M,employed,1,34429,.088440724
185151,F,unemployed,1,6948,.55337721
185152,M,employed,1,530630,.60799038
185153,F,retired,0,3748,.041671474
185154,M,employed,1,13308,.31290367
185155,F,unemployed,1,0,.56761962
185156,F,employed,0,14313,0
185157,M,employed,0,6476,.56876987
185158,F,employed,1,10893,.77778399
185159,F,employed,1,40350,.74329835
185160,F,student,0,5063,.87418604
185161,M,employed,1,8537,.38321239
185162,M,employed,0,17117,0
185163,F,employed,1,8881,0
185164,F,student,0,0,.86102742
185165,M,employed,1,23442,.17645507
185166,F,retired,0,23596,0
185167,M,employed,0,54529,.63906467
185168,F,employed,0,8536,.19527744
185169,M,employed,1,5994,0
185170,M,employed,1,6423,.33300176
185171,M,employed,1,10760,.52783549
185172,M,employed,1,14374,.04510691
185173,F,retired,1,3027,.2893475
185174,M,employed,1,10628,.29441568
185175,M,employed,1,8978,.60709351
185176,F,unemployed,1,23626,.87333059
185177,F,employed,1,7915,.53514498
185178,F,employed,1,5733,.0070973216
185179,M,employed,0,17179,0
185180,M,student,0,0,.74476433
185181,F,retired,1,7583,0
185182,M,unemployed,0,7256,.86098123
185183,F,employed,1,8218,0
185184,F,employed,1,6204,0
185185,M,employed,1,103867,.18843718
185186,F,employed,0,26771,0
185187,F,unemployed,1,7018,0
185188,M,employed,1,8599,.4957934
185189,F,employed,1,6582,.54241174
185190,M,employed,1,6407,.88496792
185191,M,employed,1,14892,.085823186
185192,F,employed,0,20021,0
185193,M,employed,1,7619,.27766562
185194,M,employed,1,10038,.40774882
185195,F,employed,1,18926,.037850328
185196,M,employed,1,178089,.61967856
185197,F,retired,1,3584,.15999664
185198,F,employed,1,6346,.78900576
185199,M,employed,1,11034,.72794306
185200,F,unemployed,0,7432,.81031096
185201,M,student,0,0,.87583864
185202,M,unemployed,0,0,.62021059
185203,F,employed,1,57190,.57670361
185204,M,employed,0,10935,.74172074
185205,M,unemployed,1,0,.59973711
185206,F,employed,1,7627,0
185207,F,employed,1,5286,.32967371
185208,F,employed,1,13217,.50439894
185209,M,student,0,0,.82716221
185210,M,unemployed,1,45741,.30363494
185211,F,student,0,0,.84629887
185212,F,employed,0,21715,.32390827
185213,F,employed,1,6794,.80703932
185214,F,employed,1,5149,.62720728
185215,M,unemployed,1,0,.56983411
185216,M,student,0,0,.2956821
185217,F,employed,1,44381,.41680846
185218,M,unemployed,0,24092,0
185219,M,retired,0,3380,0
185220,M,retired,1,11785,.1416769
185221,M,employed,1,27487,.52555299
185222,M,student,0,15659,.053390093
185223,M,retired,1,11596,.36077994
185224,M,student,0,0,.99065453
185225,M,employed,1,12989,.50792623
185226,F,employed,1,39887,.5814293
185227,F,student,0,3867,.59272748
185228,M,retired,1,14540,0
185229,M,employed,1,7509,.48279005
185230,M,student,0,13431,.3329244
185231,M,employed,1,10193,.039073769
185232,F,employed,1,5220,.1102099
185233,M,employed,1,8091,.51031995
185234,M,retired,1,6989,.22363488
185235,F,retired,1,24591,.19308707
185236,F,employed,1,17303,.8681224
185237,F,retired,1,3871,.34853718
185238,M,employed,0,8509,.85038739
185239,F,employed,0,36133,.67856914
185240,M,employed,1,5925,.65110439
185241,M,employed,1,8848,.59234601
185242,F,employed,1,6160,0
185243,M,retired,1,127653,0
185244,F,employed,1,5591,.41412532
185245,M,employed,1,10802,.79968143
185246,F,employed,1,7435,0
185247,M,retired,1,31510,.2393302
185248,F,unemployed,0,0,.50493413
185249,M,student,0,0,.96521324
185250,M,employed,1,8861,.83589828
185251,M,employed,1,11599,.5210312
185252,M,unemployed,1,0,.6900202
185253,F,employed,1,33577,0
185254,F,employed,1,32244,.57715893
185255,F,employed,0,20179,0
185256,F,student,0,0,.96212459
185257,M,employed,1,49121,0
185258,F,student,1,0,.79346389
185259,F,employed,1,6976,.69123441
185260,F,employed,0,6797,.61538219
185261,F,student,0,0,.92100239
185262,M,employed,1,7685,.50961804
185263,M,employed,1,5704,0
185264,F,employed,0,140257,0
185265,F,employed,1,149184,0
185266,M,employed,1,8835,.50469303
185267,F,employed,0,41035,0
185268,M,employed,0,8669,.4874261
185269,M,employed,1,7330,.89447784
185270,F,employed,0,24867,.14143215
185271,M,employed,0,11116,0
185272,M,employed,0,20314,.55496716
185273,M,employed,1,12484,.67937261
185274,F,employed,1,9506,0
185275,M,unemployed,1,19272,.44157881
185276,F,employed,1,15588,.89163709
185277,F,retired,1,115785,0
185278,F,unemployed,0,6427,.57218158
185279,F,employed,1,8259,.50303102
185280,F,employed,0,13108,.75422364
185281,M,employed,1,39205,0
185282,F,employed,1,8750,0
185283,F,employed,1,4011,.5258258
185284,M,employed,1,25234,.0090172049
185285,F,employed,1,15991,.098732904
185286,F,student,0,16762,.46327165
185287,M,student,0,6853,.98906636
185288,F,retired,0,6659,.35499534
185289,F,employed,1,208698,.2914114
185290,F,employed,1,16085,.85259235
185291,F,employed,1,79398,0
185292,F,unemployed,1,0,.72262818
185293,M,retired,1,24240,.2176263
185294,M,employed,1,27764,0
185295,M,unemployed,1,0,.53224689
185296,F,employed,0,11129,0
185297,F,retired,0,5013,.35333854
185298,M,unemployed,1,0,.32431081
185299,M,unemployed,1,10918,.50044888
185300,M,unemployed,1,3984,0
185301,F,employed,0,8107,.78320271
185302,M,employed,1,8566,.25371903
185303,M,employed,0,12472,.6588015
185304,M,retired,1,3979,.13920411
185305,F,unemployed,1,29133,0
185306,F,employed,0,16880,0
185307,M,retired,0,7729,0
185308,M,employed,1,7131,.80003059
185309,M,employed,1,41222,0
185310,F,employed,1,11872,.57268822
185311,F,employed,1,6723,.58289421
185312,M,employed,0,23567,0
185313,F,unemployed,1,6652,.58348137
185314,F,retired,0,3163,0
185315,M,retired,1,765,.22245879
185316,M,employed,1,10302,.0029618598
185317,M,employed,1,14573,0
185318,F,employed,1,38486,.84779507
185319,M,student,0,4763,.98796391
185320,F,employed,1,56924,.61876345
185321,M,employed,1,7981,.96885478
185322,F,unemployed,1,0,.14625271
185323,M,student,0,0,.63862538
185324,M,employed,1,20993,.57880074
185325,M,employed,0,55097,.4835096
185326,F,retired,0,893,0
185327,M,unemployed,1,27441,.5119828
185328,M,retired,0,6988,.16914067
185329,F,employed,1,10379,0
185330,M,employed,1,9346,.36292744
185331,M,retired,1,3011,.22961092
185332,M,employed,1,38191,.58588016
185333,F,retired,1,8869,.014683567
185334,M,employed,1,8601,0
185335,M,student,0,0,.76334924
185336,F,employed,1,21828,.52054572
185337,M,employed,1,15714,0
185338,M,employed,0,22892,.34892434
185339,F,employed,1,13695,.20269983
185340,M,employed,1,9327,.69792223
185341,M,employed,1,7567,.62853658
185342,M,employed,1,39838,.97913224
185343,M,employed,1,18636,.0097854827
185344,M,employed,1,13512,.51364332
185345,M,student,0,0,.68352777
185346,M,employed,1,21161,0
185347,M,unemployed,1,0,.5332436
185348,M,unemployed,0,7915,.60090494
185349,M,retired,0,14734,.30530119
185350,M,student,0,0,.76197863
185351,F,unemployed,1,11431,.2925157
185352,M,retired,1,3865,.33153427
185353,F,unemployed,1,6940,.80050176
185354,M,employed,0,21981,.56397533
185355,F,student,1,0,.94305187
185356,M,student,0,0,.29475093
185357,F,employed,0,117152,.14108598
185358,F,employed,1,4887,.13668349
185359,M,retired,0,9773,0
185360,M,student,0,0,.3506436
185361,M,employed,0,5922,.60613221
185362,M,employed,1,12788,0
185363,F,employed,0,16810,.62129825
185364,F,employed,1,7633,.52337497
185365,F,employed,0,8376,.70072973
185366,M,employed,1,14148,0
185367,F,employed,1,7099,0
185368,M,employed,1,13000,0
185369,F,unemployed,1,0,0
185370,M,student,0,0,.94955277
185371,F,employed,1,4681,.35775378
185372,M,retired,1,13509,.19291043
185373,M,employed,1,9190,.82318324
185374,M,employed,1,8806,.80883068
185375,F,employed,1,19644,0
185376,F,unemployed,1,26085,0
185377,F,retired,0,41912,0
185378,M,employed,1,11379,0
185379,F,retired,0,2739,.25727895
185380,M,retired,1,6225,.24631155
185381,F,student,0,2973,.78412735
185382,F,retired,0,7803,.19371662
185383,M,retired,1,178419,.30984852
185384,M,student,0,0,.73855042
185385,M,employed,1,9261,.30604941
185386,F,employed,1,12932,.56369656
185387,F,employed,1,44195,.5524199
185388,M,employed,1,10214,.090021238
185389,M,employed,1,11139,.25937256
185390,M,unemployed,1,13661,.66507494
185391,M,employed,1,7278,.59071779
185392,F,student,1,0,.074552998
185393,M,employed,1,59522,0
185394,M,employed,1,59423,.69927287
185395,M,employed,1,7489,.85642809
185396,M,employed,1,31708,.28429708
185397,M,employed,1,12658,.2971735
185398,F,student,1,17137,.80922216
185399,F,student,0,0,.73762763
185400,F,employed,0,10051,.97917211
185401,F,employed,1,44901,0
185402,M,retired,1,3474,.23402607
185403,M,student,0,0,.40586165
185404,M,employed,1,5787,.87972009
185405,F,retired,1,5876,.21607988
185406,F,unemployed,1,0,.13779896
185407,F,employed,0,21977,.044602901
185408,F,employed,0,16233,.60255969
185409,M,employed,1,11174,.19396509
185410,M,unemployed,1,0,.57745934
185411,F,employed,1,6675,.49816322
185412,F,unemployed,1,11254,.64173955
185413,M,employed,0,5973,.84951973
185414,F,employed,1,8505,.61172992
185415,M,student,0,31523,.020143554
185416,F,student,0,0,.74699837
185417,F,retired,1,9098,.0056269271
185418,M,employed,1,108187,.16975664
185419,M,unemployed,0,0,0
185420,M,employed,1,32518,.28440934
185421,F,employed,1,10561,.73898798
185422,F,retired,0,5734,.2450597
185423,F,employed,1,13223,.27056658
185424,F,retired,1,2476,.31542158
185425,F,student,0,11320,0
185426,F,unemployed,1,5047,0
185427,M,employed,1,16850,.038631219
185428,M,unemployed,0,12651,.25753835
185429,M,retired,1,3592,.27682057
185430,M,employed,1,5634,.85303134
185431,M,employed,1,20907,.0037562002
185432,F,unemployed,1,19162,.16022368
185433,M,employed,1,8572,.45934489
185434,F,employed,1,6824,.61896807
185435,F,employed,1,8252,.66108847
185436,M,employed,1,6910,0
185437,M,employed,1,8034,0
185438,M,student,0,4334,.98566163
185439,M,employed,0,16104,.57595754
185440,M,employed,1,17741,.52782828
185441,M,employed,1,16871,.5429157
185442,M,employed,1,8033,.13409105
185443,M,retired,0,5594,.16526224
185444,M,employed,1,99157,.50457549
185445,F,employed,1,12913,.84138691
185446,F,employed,1,150004,.87606096
185447,F,employed,0,10875,.52690655
185448,F,employed,1,17448,.82499856
185449,M,employed,1,109874,.89075857
185450,M,employed,1,17120,.67602938
185451,M,student,0,0,.19343555
185452,M,unemployed,0,0,0
185453,F,employed,0,7331,0
185454,M,student,0,0,.87319756
185455,M,employed,1,8407,.11041562
185456,F,student,0,0,.75110835
185457,M,employed,0,8529,.36207315
185458,M,employed,0,9385,0
185459,M,retired,1,5757,.25473389
185460,F,retired,1,5307,0
185461,M,employed,0,24481,.59964764
185462,F,unemployed,1,0,.041609745
185463,M,employed,0,9855,.41228616
185464,M,employed,1,13174,.14861098
185465,M,unemployed,1,8498,.53497869
185466,F,employed,0,11352,.85570079
185467,F,employed,0,22420,0
185468,M,employed,1,10352,.50033337
185469,M,unemployed,0,6236,.46369353
185470,M,student,0,0,.82005
185471,M,employed,1,10197,.5373323
185472,F,employed,1,79704,.72304058
185473,F,unemployed,1,13196,0
185474,F,unemployed,0,18797,.28090766
185475,M,employed,0,7809,.5580343
185476,M,retired,1,8740,0
185477,F,employed,1,30191,.56299937
185478,M,employed,0,61540,0
185479,M,employed,0,6362,.64034253
185480,F,employed,1,8082,.048663381
185481,M,employed,1,10551,.72959375
185482,F,unemployed,0,0,0
185483,M,employed,1,6108,.15023214
185484,M,employed,1,20205,.12272447
185485,F,retired,0,63184,0
185486,M,unemployed,1,15322,.78802842
185487,F,employed,1,7160,.64803559
185488,F,employed,1,9362,.56838727
185489,M,unemployed,1,0,0
185490,F,employed,1,34636,.72070009
185491,M,employed,1,11933,.50142866
185492,F,retired,1,6493,.068439364
185493,F,student,0,0,.87670481
185494,F,employed,1,15402,.50103396
185495,M,employed,1,5896,.54818469
185496,M,employed,0,25287,.89021766
185497,F,employed,1,91277,.36795747
185498,M,unemployed,1,8288,0
185499,F,employed,1,15629,.5635401
185500,M,employed,1,27881,.022796242
185501,M,employed,1,88166,.27477542
185502,F,retired,1,9987,0
185503,M,employed,0,8573,.14357504
185504,F,student,0,6334,0
185505,M,employed,0,31554,.80472261
185506,M,employed,1,8808,.68960702
185507,M,unemployed,1,0,.49139336
185508,M,unemployed,1,0,.50684285
185509,M,employed,1,6617,.89800143
185510,M,employed,1,11009,.77269691
185511,M,employed,1,8338,.042394485
185512,M,employed,1,19133,0
185513,F,employed,1,6840,.43774936
185514,M,unemployed,1,11731,.99514472
185515,F,employed,1,6844,.53064793
185516,M,retired,0,19421,.23400995
185517,M,retired,1,7469,.17578973
185518,F,employed,1,7567,.62257826
185519,F,employed,1,3982,.38898337
185520,F,student,0,0,.96165586
185521,M,employed,1,16776,.70322567
185522,M,employed,1,6722,.97084969
185523,M,employed,0,8778,.57112044
185524,M,employed,1,60905,0
185525,F,retired,1,8007,.088372156
185526,M,retired,1,6102,0
185527,M,student,0,0,.096165434
185528,F,unemployed,1,0,.56534535
185529,M,employed,1,8754,.17849888
185530,M,employed,1,40372,.47528389
185531,M,employed,1,6539,.70645356
185532,M,unemployed,1,0,.68560594
185533,M,employed,1,31809,0
185534,M,employed,1,9032,.32096657
185535,M,employed,1,7929,.44722003
185536,M,student,0,0,.98714709
185537,F,retired,1,78129,.24946615
185538,M,employed,1,9459,.69136697
185539,F,employed,1,8102,.81798607
185540,F,student,0,0,.71041942
185541,M,employed,0,13333,.38535219
185542,F,unemployed,1,0,.6439721
185543,M,employed,1,36144,0
185544,M,unemployed,0,20546,.52980244
185545,F,employed,1,45526,.89627475
185546,F,employed,1,18541,.57115966
185547,F,student,0,0,0
185548,M,student,1,21622,.84397519
185549,F,employed,0,122375,.92684448
185550,F,employed,1,5049,0
