sex,employment,married,income,signal1,signal2,signal3,default,PD1,PD2,PD3
F,unemployed,1,8643,0.83582062,0.62493348,0.1458416,1,0.057515208,0.07099485,0.14138232
M,retired,0,5183,0.0,0.0,0.19105417,1,0.102886654,0.10830401,0.12038548
F,unemployed,0,0,0.5298388,0.0,0.14894491,0,0.25718284,0.25198126,0.3683626
M,student,0,0,0.89336145,0.88111931,0.99698699,0,0.13108736,0.13784583,0.14443469
M,retired,0,4962,0.026670877,0.057118148,0.0,0,0.16297556,0.15827326,0.11589111
F,unemployed,0,0,0.19411996,0.57339501,0.65391737,1,0.3586769,0.24176076,0.22585295
M,employed,0,11098,0.18866406,0.10281307,0.0,0,0.13771741,0.1326255,0.10066107
M,employed,1,9061,0.10213569,0.62229061,0.87997496,0,0.1734934,0.07937009,0.060048554
F,employed,1,9294,0.82873434,0.84002143,0.32618776,0,0.07031177,0.06615342,0.121649966
M,student,0,0,0.91033703,0.93712747,0.75118959,1,0.12679482,0.11782886,0.16835204
M,employed,1,5975,0.1945322,0.59752291,0.19462064,0,0.2419346,0.14348003,0.22694726
M,retired,1,12868,0.12366688,0.15264916,0.051564824,0,0.046986736,0.047605768,0.05543866
M,employed,1,15803,0.66723037,0.12089335,0.62871504,0,0.04056263,0.08027896,0.037413772
M,unemployed,1,6632,0.0,0.79631096,0.29364112,0,0.17291795,0.124078766,0.19856115
M,student,1,0,0.7408523,0.83513838,0.84310138,0,0.16164544,0.13537337,0.14276662
F,employed,0,16070,0.70128971,0.55701172,0.82180244,0,0.03910652,0.046568148,0.034328453
M,employed,1,10018,0.0,0.46059981,0.22943939,0,0.108893126,0.11075589,0.13683449
M,employed,1,7027,0.0,0.0,0.70739341,1,0.14748132,0.14496934,0.0974969
F,employed,1,4462,0.15188792,0.83248413,0.92600989,0,0.25455466,0.12417301,0.11336285
F,retired,1,5716,0.084786959,0.15177323,0.13041104,0,0.14881237,0.123374626,0.13353
F,employed,1,11199,0.0,0.0,0.0,0,0.08644844,0.087185495,0.08836015
M,employed,1,6991,0.76653868,0.58242995,0.0,0,0.103567645,0.12265016,0.1554452
M,employed,1,6748,0.0,0.76303524,0.84354848,0,0.16788037,0.1347779,0.107347
M,employed,1,35784,0.20709942,0.84168935,0.67154688,0,0.029836895,0.010788633,0.017285347
F,student,0,26364,0.73483121,0.13225004,0.90576977,0,0.013686059,0.02484189,0.010521359
F,employed,1,8312,0.0,0.0,0.0,1,0.11487804,0.11293372,0.11635948
F,employed,0,13105,0.0,0.0,0.0,0,0.06651817,0.066704415,0.07336528
M,unemployed,0,12434,0.015216636,0.728544,0.0,0,0.09526906,0.037993208,0.057043128
M,employed,1,8578,0.23474573,0.54086274,0.94338578,0,0.1376413,0.11048941,0.06571182
M,student,0,0,0.84646803,0.0,0.78866959,0,0.12501198,0.185549,0.15941226
M,employed,1,14887,0.0,0.43762487,0.65531409,0,0.058229733,0.06704328,0.04070796
M,unemployed,1,5195,0.039435253,0.51309675,0.72827667,0,0.2960576,0.1759348,0.140636
M,unemployed,1,14909,0.14700952,0.0,0.67030138,1,0.061871555,0.04092734,0.029093383
F,retired,1,3100,0.0,0.28034228,0.1857464,0,0.12896097,0.12284206,0.16512142
F,unemployed,1,22020,0.58508962,0.66160154,0.20443659,0,0.016047953,0.015646094,0.027456542
F,employed,1,9193,0.55620462,0.80392933,0.63510662,0,0.0985717,0.0670381,0.06753181
M,retired,0,26378,0.0,0.32387853,0.078661136,1,0.017066166,0.01498183,0.02276063
M,unemployed,1,0,0.56706673,0.2417317,0.0,0,0.23731863,0.3014711,0.2459389
F,employed,1,17121,0.67358923,0.0,0.61400217,0,0.035834666,0.049887225,0.033967085
M,employed,0,10585,0.0,0.60155231,0.24390997,0,0.1035382,0.085199654,0.12949389
M,student,0,0,0.84526116,0.79185557,0.73401773,0,0.12501198,0.14664643,0.16580956
F,employed,1,13433,0.42472214,0.11182128,0.92166471,0,0.06182828,0.083695866,0.033435725
F,retired,0,9654,0.21338098,0.0,0.0,0,0.06428279,0.060411572,0.06353779
F,employed,1,10638,0.64410532,0.071518011,0.0,0,0.06585441,0.15572654,0.09631828
M,student,0,0,0.5207687,0.0,0.39418972,1,0.1922305,0.185549,0.20100524
F,student,0,0,0.32743579,0.83738953,0.75381887,1,0.23189886,0.13266802,0.1748654
M,employed,0,145053,0.0,0.72847289,0.013315407,0,0.0023810803,0.0009795788,0.002801224
M,employed,0,26377,0.1497947,0.0,0.0,0,0.04303796,0.031116212,0.031807713
F,unemployed,1,7240,0.59595972,0.0,0.0,1,0.09220101,0.11738805,0.12003873
M,retired,0,86980,0.0,0.30482489,0.29172418,0,0.0019930957,0.0011765704,0.0012713567
M,student,0,0,0.52433103,0.079935916,0.38574034,0,0.18811417,0.29807097,0.20100524
F,student,0,0,0.0,0.83410633,0.80937868,0,0.18315956,0.14478679,0.14330158
M,employed,1,10238,0.0,0.031160163,0.0,1,0.100339234,0.17905305,0.102436244
F,unemployed,1,9302,0.017978808,0.0,0.24880759,1,0.1464347,0.08575758,0.112319455
M,employed,0,85184,0.76171625,0.98073924,0.0,0,0.001307771,0.0012176724,0.0018036754
M,retired,1,8683,0.0,0.0,0.0,1,0.063270286,0.066594735,0.06783688
M,employed,0,12483,0.0,0.39810541,0.67273492,0,0.077020966,0.09214184,0.048536483
F,unemployed,0,0,0.56996465,0.20921084,0.0,0,0.23814164,0.31517202,0.24686971
M,employed,0,19166,0.0,0.53986228,0.0,0,0.041989524,0.039707277,0.04484857
M,employed,0,7335,0.14695486,0.85253721,0.0,0,0.21140538,0.09404562,0.15754737
M,employed,1,12843,0.81385207,0.88462776,0.70005524,0,0.0542894,0.045675494,0.04791742
F,employed,0,7813,0.1098485,0.57145327,0.32699409,1,0.2125896,0.11789594,0.15587543
M,student,0,0,0.94600791,0.86850667,0.85832912,0,0.1155665,0.13930199,0.14138985
F,employed,1,10924,0.46841183,0.52939165,0.0,0,0.08738083,0.0802205,0.09141943
M,employed,0,5625,0.75263363,0.87684727,0.26624477,0,0.13506,0.12653995,0.20194522
M,retired,0,4583,0.34226352,0.0,0.24429297,0,0.08358623,0.109163776,0.09462526
F,employed,1,9894,0.0,0.54929131,0.4786123,0,0.10424737,0.08587861,0.10831496
M,student,1,0,0.50666922,0.88706803,0.65429276,0,0.20076296,0.14258544,0.18238047
M,student,0,9201,0.85687172,0.86063683,0.92337984,0,0.03135779,0.033342563,0.026871331
F,student,0,41132,0.95529169,0.72705209,0.84608805,0,0.0070310943,0.0071817692,0.007031947
M,employed,1,109614,0.0,0.0,0.62194896,0,0.0026641632,0.0029510916,0.0017543429
M,unemployed,1,3485,0.81524271,0.52146035,0.62744915,0,0.15873745,0.20509844,0.17142476
M,employed,1,11539,0.0,0.0009502226,0.27297035,0,0.07972747,0.08124564,0.09961523
F,student,0,0,0.91960889,0.79407161,0.0,0,0.13396508,0.1496847,0.1920391
F,unemployed,0,7615,0.011688139,0.021567008,0.59416789,0,0.21116176,0.20382175,0.10171653
F,employed,1,9119,0.43825561,0.60095459,0.53396261,0,0.11340142,0.08541384,0.10050741
M,employed,1,42597,0.51035416,0.0,0.35379156,0,0.016564459,0.017278787,0.018118225
M,retired,1,4467,0.25434914,0.26338056,0.0,0,0.120250285,0.11367518,0.124612905
F,employed,1,8012,0.76775628,0.54907227,0.83211434,0,0.077888995,0.10082896,0.07380052
M,employed,1,42287,0.22566891,0.71706092,0.42487183,0,0.023273516,0.007976799,0.016869254
M,employed,1,9103,0.44135046,0.62447572,0.57694578,0,0.12002669,0.07607871,0.08836226
M,student,0,9108,0.85897732,0.87922019,0.0,0,0.03135779,0.035348818,0.04797312
M,student,0,0,0.85503542,0.029306307,0.25375256,0,0.12708257,0.31454724,0.22169161
F,student,1,0,0.89107227,0.97024572,0.99498165,1,0.13134325,0.09978218,0.14315727
F,student,1,0,0.9823072,0.060956925,0.93887627,0,0.14253205,0.3025277,0.13350374
F,student,0,3215,0.91873622,0.95187449,0.93206167,1,0.11645625,0.098991364,0.11837338
M,retired,1,6975,0.18580736,0.0,0.0,0,0.1209291,0.09362879,0.09818723
M,employed,1,22040,0.64886999,0.78705639,0.25891134,0,0.02231464,0.018877348,0.03745432
F,employed,1,4470,0.0,0.35291988,0.015792741,0,0.17424461,0.19620878,0.2908091
F,employed,1,10441,0.0,0.030324055,0.0,0,0.095643006,0.17001441,0.097502835
M,employed,0,63515,0.19334796,0.20027018,0.57154185,0,0.0097342655,0.0069342926,0.004856717
F,employed,1,6678,0.69391805,0.76376671,0.59632325,0,0.11948244,0.12166005,0.12729238
M,employed,0,14851,0.11060456,0.51349294,0.60052294,0,0.092854664,0.060156006,0.044471182
M,employed,1,21086,0.56200171,0.57253098,0.0,0,0.025558176,0.025812602,0.03389794
M,employed,0,5796,0.0,0.40756306,0.83360589,0,0.17604187,0.2006379,0.122185424
F,employed,1,20099,0.66275066,0.84387475,0.93125409,0,0.025884487,0.021390367,0.019927848
M,employed,1,5658,0.0,0.70665962,0.0,0,0.16836178,0.122347064,0.18003358
M,retired,0,9648,0.0,0.067875966,0.21043125,0,0.05703821,0.08954897,0.061368078
M,employed,1,18207,0.18115105,0.0,0.48020461,0,0.05805168,0.042865213,0.03945279
M,student,0,6743,0.56966752,0.84955543,0.65743804,0,0.110560894,0.086614,0.101521425
M,employed,1,107917,0.0,0.0,0.13520895,0,0.0026641632,0.0029510916,0.0027694928
M,employed,1,22131,0.29837525,0.070261307,0.54874539,0,0.03348423,0.04616902,0.025481181
F,employed,0,8163,0.69200498,0.4609282,0.0,0,0.086384684,0.13605462,0.13633756
F,employed,0,25117,0.0,0.47186598,0.40422702,1,0.030514965,0.029485773,0.02950992
M,unemployed,1,0,0.088011675,0.70263308,0.0,0,0.3956894,0.1887352,0.2459389
M,student,0,0,0.89990765,0.83212346,0.13214214,0,0.13617973,0.14200877,0.2698635
M,unemployed,1,0,0.50880408,0.84767365,0.0095553873,0,0.25358897,0.16039082,0.4109535
M,student,0,4542,0.89688021,0.92180371,0.85957241,0,0.09054281,0.085618004,0.09645776
M,retired,1,7727,0.0,0.0,0.20741718,0,0.071996234,0.07854338,0.074833386
M,employed,0,15166,0.5679642,0.52269578,0.0,0,0.054110996,0.060156006,0.06726587
M,employed,0,12450,0.50029284,0.0,0.0,1,0.08094584,0.07954971,0.0865383
F,employed,1,6910,0.8030498,0.98696005,0.74059886,0,0.09969952,0.07657926,0.09715931
M,employed,1,11782,0.41662702,0.61132157,0.59236836,0,0.08370401,0.057038415,0.05540793
F,unemployed,1,11343,0.81837773,0.069333375,0.55821127,0,0.042883527,0.11240061,0.05859701
F,student,0,0,0.37541008,0.88684422,0.3961955,0,0.22494154,0.13841708,0.20446104
F,employed,0,30745,0.50376552,0.7370823,0.30265939,1,0.025744122,0.016929144,0.030393606
F,retired,1,3626,0.0,0.21694291,0.25578696,0,0.13094768,0.13025427,0.11699893
M,employed,1,7958,0.58716249,0.94175428,0.68252903,0,0.096850485,0.08596922,0.08700495
M,retired,1,21033,0.0,0.0,0.0,0,0.019036135,0.019990373,0.020003792
F,employed,0,196353,0.75399685,0.0,0.21044421,0,0.0013005022,0.0029439924,0.0025772452
F,unemployed,1,21517,0.0,0.012488229,0.27299953,0,0.021097757,0.03202717,0.027836319
M,employed,1,64897,0.62806749,0.81011456,0.51806992,0,0.0034636983,0.0021752166,0.0043817107
F,employed,1,82597,0.0,0.9855209,0.69051677,0,0.0027025845,0.0012700272,0.0017320192
M,employed,1,33205,0.72022486,0.10684824,0.34147176,0,0.017170005,0.035616778,0.031228349
M,employed,1,23968,0.7668969,0.26993918,0.25714111,0,0.017727355,0.03139719,0.030560073
F,student,0,0,0.094650023,0.32881609,0.56992769,1,0.3073833,0.23098753,0.18844458
F,employed,1,11479,0.63926458,0.54136586,0.0,0,0.06362314,0.073698014,0.08422234
M,retired,0,18902,0.0,0.0,0.0,0,0.024966259,0.026188863,0.026850466
M,employed,1,32081,0.0,0.16722073,0.25763044,0,0.030062864,0.038065873,0.034232844
F,unemployed,1,2669,0.29475051,0.35625681,0.3445828,1,0.23917376,0.22991341,0.23013322
F,employed,1,9143,0.4289839,0.69955575,0.0,0,0.11005592,0.07010483,0.10582231
F,unemployed,0,11262,0.84320593,0.41471767,0.80132133,1,0.043915994,0.082224555,0.038980465
M,retired,0,21376,0.20858169,0.2624552,0.0,0,0.020643577,0.019126976,0.01986369
F,unemployed,1,0,0.86862218,0.013233029,0.0,1,0.15458092,0.3572206,0.24182822
F,employed,0,9577,0.74134165,0.11327183,0.71114051,1,0.07574091,0.1651386,0.07863193
F,employed,1,10538,0.86199361,0.71880943,0.50617844,0,0.058208805,0.06143296,0.09420093
F,student,0,11657,0.30530617,0.58674252,0.97957444,0,0.04163365,0.034982916,0.018668523
M,unemployed,1,0,0.077271201,0.24562393,0.11504101,1,0.3956894,0.29867983,0.377784
F,employed,0,15597,0.52713454,0.88074279,0.53506929,0,0.052947927,0.03942109,0.05509219
M,employed,1,38215,0.18975627,0.15999866,0.0,0,0.028825225,0.026408216,0.01741172
F,retired,0,2055,0.16664819,0.24224,0.13003232,0,0.1847702,0.1350789,0.18116759
M,student,0,14898,0.74952036,0.8529864,0.85773003,0,0.024769176,0.020909505,0.02137732
M,unemployed,1,8371,0.83332878,0.73224056,0.68771327,0,0.064916074,0.073512435,0.06477354
M,employed,1,5464,0.27679446,0.54263133,0.0,0,0.19289681,0.16280822,0.18003358
F,employed,1,8639,0.0,0.54689044,0.82295489,0,0.11142326,0.098539785,0.06812666
M,employed,1,13204,0.067315996,0.89245546,0.70971203,0,0.10021347,0.040405985,0.04331551
M,employed,1,239098,0.37356481,0.1792122,0.55552971,0,0.0016440268,0.0023891712,0.0018374606
M,student,0,6382,0.11996577,0.59216285,0.89091825,1,0.20444976,0.11984665,0.08652719
M,employed,1,16233,0.94163525,0.34214789,0.0,0,0.032033943,0.06170972,0.05537588
M,student,0,0,0.77423787,0.97931796,0.63859069,0,0.15789658,0.100563124,0.17728317
M,employed,1,14240,0.0,0.54968941,0.11604076,0,0.05485454,0.046927735,0.088046744
F,employed,0,12179,0.51209611,0.22920027,0.32231152,1,0.07996861,0.10343549,0.095850565
F,employed,1,10983,0.37158218,0.51592737,0.7090565,0,0.09718223,0.0802205,0.05958368
F,student,0,13709,0.24079359,0.25418672,0.82839859,1,0.036223102,0.04106232,0.021504393
F,employed,1,6981,0.87311715,0.70963484,0.0,0,0.08340737,0.10217903,0.14817262
F,employed,1,4809,0.0,0.93014848,0.15399863,1,0.16515,0.102962665,0.2491383
F,employed,1,5592,0.0,0.37727982,0.63220471,1,0.16356856,0.18739231,0.12071882
F,employed,0,6364,0.0,0.0,0.0056779152,1,0.1801893,0.17339787,0.30435872
M,employed,1,31450,0.72966766,0.92255163,0.19727352,0,0.017148871,0.01522464,0.03323833
F,unemployed,1,0,0.0,0.61754841,0.41675928,0,0.2549786,0.22579244,0.2819481
F,employed,1,15320,0.61100471,0.0,0.0,0,0.042971756,0.054806326,0.05836511
F,student,0,13222,0.27015239,0.098744497,0.793248,0,0.037978947,0.059985757,0.02584507
F,retired,1,2984,0.0,0.28349426,0.27258497,0,0.12896097,0.12284206,0.10574565
M,retired,1,10751,0.0,0.18832949,0.0,0,0.046347585,0.05610796,0.050354544
M,student,0,0,0.61469871,0.17585413,0.80143344,0,0.17399055,0.24697702,0.13703579
M,employed,0,33422,0.0,0.57644075,0.0,0,0.028641172,0.019366182,0.027316637
F,employed,1,5043,0.52969736,0.47080627,0.10722006,0,0.14877546,0.17273743,0.26125637
M,employed,1,11798,0.46737179,0.54360068,0.0,0,0.077658564,0.069627255,0.081498
M,employed,1,17846,0.54193568,0.0,0.17530148,0,0.043135285,0.050085064,0.0695026
M,student,0,0,0.46965539,0.97186136,0.32798031,0,0.19675101,0.09619516,0.21101432
F,unemployed,1,0,0.29513919,0.61179721,0.40924165,0,0.29036468,0.24052906,0.2819481
M,employed,1,26177,0.0,0.051236495,0.0,0,0.029857604,0.048322037,0.02900283
M,unemployed,1,6787,0.41836768,0.64513451,0.42078677,0,0.18076754,0.12860854,0.17585324
M,employed,1,14772,0.39656806,0.0,0.58404636,0,0.06404108,0.058667995,0.04422388
M,student,1,0,0.84937811,0.9327783,0.93107975,0,0.13194421,0.12207824,0.13296017
F,unemployed,0,8459,0.29698357,0.0,0.59724528,0,0.11402987,0.092923895,0.07673508
F,employed,1,6577,0.0,0.67394644,0.30383518,1,0.15866214,0.122867376,0.16568492
M,student,0,4929,0.92837203,0.90311521,0.89334357,0,0.08117203,0.09020436,0.084399834
F,employed,0,19656,0.19178285,0.71645468,0.77314252,0,0.05449759,0.025706032,0.030095764
F,employed,1,10629,0.0,0.53066945,0.45651391,0,0.09464188,0.08896303,0.100006975
M,employed,1,12982,0.62844032,0.95600128,0.0085290885,0,0.054665595,0.03434424,0.11901468
F,unemployed,1,0,0.0,0.39784905,0.66266161,0,0.2549786,0.27976832,0.2148936
M,employed,1,11722,0.0,0.96698642,0.0,0,0.0760506,0.036479767,0.081498
M,employed,0,12079,0.89196843,0.29200259,0.35233542,1,0.056910805,0.10333658,0.08859918
M,retired,1,8238,0.37271515,0.0057079978,0.34239715,1,0.05379974,0.10456801,0.05201881
M,employed,0,18981,0.63665509,0.094089061,0.52515197,0,0.03737782,0.072659545,0.04240316
M,student,0,0,0.10591675,0.14034165,0.14924201,1,0.30484527,0.25801933,0.27452075
M,retired,1,1370,0.19066475,0.33722121,0.0,0,0.22292365,0.1293812,0.18270847
F,employed,1,5272,0.15220751,0.57878375,0.52857077,0,0.24537283,0.14510587,0.14300822
F,retired,1,6134,0.18910436,0.0,0.33081824,0,0.12970045,0.10291201,0.07217717
M,employed,0,6488,0.0,0.83294392,0.16731001,0,0.16933699,0.12051492,0.2536513
M,employed,1,10706,0.58699024,0.19390196,0.77610958,0,0.07128749,0.1378544,0.059776362
M,retired,1,5985,0.20254295,0.0,0.01682495,0,0.118925095,0.1128406,0.1784212
M,employed,1,25876,0.77614295,0.85114717,0.74061424,0,0.018435804,0.014956715,0.01952655
M,employed,1,16894,0.49367794,0.3181951,0.61067742,0,0.04902921,0.06503636,0.035317823
F,student,0,0,0.93180895,0.37603158,0.29718161,0,0.11951673,0.2318399,0.2120118
F,employed,1,20756,0.53477496,0.68057144,0.41785848,0,0.025695633,0.019786084,0.030435896
F,employed,1,13616,0.0,0.53410232,0.63656652,0,0.056302667,0.053399097,0.03748352
M,employed,1,26342,0.0,0.62321997,0.3512983,0,0.029857604,0.018635662,0.030368477
M,student,0,7893,0.94494748,0.97863567,0.15297031,0,0.04301372,0.039996218,0.115258835
F,retired,0,19973,0.0,0.0,0.078337796,0,0.021371482,0.02194435,0.027175635
F,employed,1,8841,0.65245277,0.1609419,0.52978319,1,0.07366447,0.1474456,0.103149444
F,unemployed,1,5276,0.29488432,0.29496983,0.81045127,0,0.20480727,0.20784299,0.12102773
F,employed,0,9214,0.604536,0.77404797,0.69227362,0,0.08833607,0.080495484,0.07607002
M,retired,1,7730,0.0,0.0,0.0,0,0.071996234,0.07854338,0.08035946
M,employed,0,57206,0.57707363,0.63912779,0.84347445,0,0.0036268597,0.0025793456,0.0039419434
M,employed,1,6415,0.7405073,0.0,0.64935428,0,0.121530995,0.16495468,0.12630048
F,unemployed,1,0,0.52461928,0.52304906,0.66105729,0,0.2493482,0.2589907,0.2148936
F,employed,0,12141,0.65965348,0.48567638,0.5246526,0,0.058978364,0.08137007,0.07369453
M,employed,0,11091,0.64524758,0.050978947,0.58103752,0,0.066949345,0.16540262,0.074118234
M,employed,1,11912,0.64882165,0.0,0.6054399,0,0.05590021,0.07889325,0.05016923
F,retired,1,3803,0.29603273,0.0,0.10746706,0,0.11210333,0.1407575,0.18700351
F,unemployed,0,10353,0.13374765,0.0,0.19826277,1,0.12023206,0.07474171,0.104799464
F,unemployed,1,12748,0.0,0.2563448,0.79989487,0,0.054516267,0.07278168,0.03465268
M,student,0,5455,0.84385508,0.24289954,0.77526009,0,0.08501703,0.15520482,0.10805908
F,student,0,0,0.95003253,0.60636514,0.90782434,0,0.124750815,0.2062006,0.12728262
M,employed,1,11068,0.61891484,0.86059886,0.57501715,0,0.06927937,0.05474949,0.073973045
M,student,0,7928,0.76496571,0.94611943,0.20774102,0,0.052678127,0.043738164,0.09603493
F,retired,0,64468,0.1980224,0.0,0.0,0,0.005118773,0.0049248165,0.003264826
F,retired,1,4530,0.0,0.24849169,0.22671513,0,0.09897941,0.097553596,0.09000348
F,unemployed,1,0,0.68566358,0.12875913,0.81873292,0,0.19025151,0.32582065,0.17599139
M,unemployed,0,13323,0.73314869,0.0,0.049313769,0,0.031792145,0.04583268,0.080132954
M,employed,1,13455,0.0,0.39059326,0.86897939,0,0.06002526,0.072391115,0.03405948
F,student,0,0,0.9712671,0.88825655,0.75707376,0,0.11655645,0.13841708,0.16731241
F,employed,0,33517,0.66320801,0.52841157,0.62177926,0,0.019498907,0.026353762,0.021496538
M,student,0,5039,0.0,0.93939173,0.25917512,0,0.117741324,0.08171689,0.14319941
M,employed,0,7474,0.23978007,0.51360846,0.67966753,0,0.17439596,0.14413142,0.10082423
M,retired,1,12394,0.35121107,0.35743684,0.31652486,0,0.03178306,0.031578567,0.03377562
F,retired,0,5761,0.13083251,0.19760853,0.32586408,0,0.14805089,0.124548465,0.07931812
F,employed,0,13729,0.0,0.53580481,0.55832338,0,0.06020575,0.058704637,0.052933715
M,unemployed,1,0,0.27221248,0.65414011,0.80108863,0,0.2951555,0.21780701,0.16535471
M,employed,0,17896,0.28007463,0.048025634,0.7112999,0,0.062893815,0.090707324,0.036629666
M,student,0,0,0.94586283,0.82375371,0.79926682,0,0.1155665,0.14200877,0.13703579
F,retired,0,4400,0.31308407,0.018459171,0.25791004,0,0.10860057,0.19969289,0.11113304
F,employed,1,5400,0.71551728,0.81004959,0.93658096,0,0.1243546,0.11957031,0.109019086
M,employed,1,119151,0.24015096,0.0,0.5674184,0,0.0021389176,0.0029510916,0.0020015275
F,student,0,0,0.32705361,0.54681867,0.27085352,0,0.23189886,0.20406452,0.22540273
F,employed,0,19332,0.88069141,0.66863889,0.53006244,0,0.027889805,0.028609915,0.036137443
F,employed,1,6281,0.73531067,0.72182852,0.67367244,0,0.11891188,0.121972516,0.11847713
M,unemployed,1,12587,0.51562279,0.0,0.60902941,0,0.05340968,0.05635749,0.040033914
M,unemployed,1,6703,0.24193491,0.18560003,0.12113644,0,0.20296325,0.22260574,0.28250635
M,employed,1,13067,0.82093775,0.22777463,0.70512092,0,0.04837166,0.08593706,0.0430849
M,employed,1,9223,0.67924768,0.0,0.70902067,0,0.071698494,0.10893653,0.07275406
M,student,0,0,0.45199034,0.93782729,0.88642275,0,0.22088648,0.11782886,0.12327173
F,employed,0,14948,0.8436771,0.85281593,0.66055435,0,0.042997647,0.037750404,0.04382601
F,employed,0,61512,0.62532175,0.47479245,0.51977605,0,0.0042636693,0.005497155,0.005216002
M,employed,1,5546,0.50379306,0.0,0.20879374,0,0.16905905,0.163542,0.21206161
M,employed,0,41668,0.50408447,0.0,0.43759406,0,0.017961608,0.01778976,0.017368397
F,employed,0,11067,0.3350392,0.70275348,0.23278922,0,0.11209749,0.061464764,0.12212636
F,unemployed,1,0,0.0,0.342206,0.61625218,0,0.2549786,0.28230408,0.22108316
F,unemployed,1,0,0.0,0.57217062,0.5905512,0,0.2549786,0.2353806,0.22690384
F,retired,1,3978,0.20393614,0.23343146,0.0,1,0.14927629,0.14277364,0.15378469
M,unemployed,1,8829,0.71803248,0.1708189,0.78003526,0,0.059603255,0.12589863,0.06111973
M,student,0,0,0.0,0.88769609,0.82356536,0,0.17902431,0.13574187,0.1420687
M,employed,0,9212,0.0,0.67991394,0.15918946,0,0.11337901,0.07512248,0.16787429
M,employed,1,5254,0.65722096,0.29713166,0.56619984,1,0.13454705,0.19941151,0.14280722
M,unemployed,1,11794,0.28690591,0.036605969,0.048952565,0,0.06974165,0.11130468,0.10568459
M,employed,0,9361,0.0,0.6120134,0.52674681,0,0.11337901,0.09057648,0.10868041
M,employed,0,9943,0.84221339,0.38539398,0.27269381,0,0.07162599,0.13154352,0.1425371
F,unemployed,0,0,0.56097287,0.61241382,0.97953719,1,0.24905433,0.24700369,0.15865062
F,employed,0,206182,0.52211487,0.5092473,0.0,0,0.0019533248,0.0018309662,0.0018596391
M,student,0,6787,0.84758538,0.88811409,0.96402514,0,0.07449713,0.08703164,0.08203063
M,employed,1,7262,0.0,0.0,0.35295263,0,0.13751325,0.13696381,0.14185965
F,employed,0,6599,0.502397,0.97728032,0.56656665,0,0.18017787,0.09757212,0.14793272
M,employed,1,8932,0.0,0.54112637,0.42403188,0,0.1120055,0.10121149,0.121723995
M,unemployed,1,0,0.0,0.12969506,0.53809404,0,0.25720546,0.33119366,0.2272561
M,employed,1,7439,0.0,0.57927608,0.78586578,0,0.13715914,0.11572961,0.09089141
M,unemployed,1,6194,0.11211292,0.83479345,0.003127266,1,0.28088063,0.11573205,0.1786789
F,employed,0,25186,0.17372769,0.0,0.52953589,0,0.03869434,0.027414763,0.025150523
F,retired,1,11770,0.22275528,0.055863995,0.19755766,0,0.040862605,0.06497302,0.040833052
F,employed,1,9625,0.035092168,0.7825132,0.73672897,0,0.17105061,0.071991965,0.07090769
F,retired,0,4788,0.24401538,0.0,0.36226839,0,0.11156286,0.10855544,0.07394941
M,employed,0,23453,0.40167388,0.0,0.79174805,0,0.02687458,0.026610697,0.019139692
M,student,0,0,0.79399186,0.21904245,0.4403089,0,0.15789658,0.23576868,0.1977115
F,employed,1,12026,0.51920223,0.54030174,0.50789362,1,0.07099721,0.06744979,0.0700672
F,employed,0,8696,0.40272087,0.51154131,0.54577768,0,0.13376327,0.115790814,0.11670947
M,employed,1,6499,0.86065739,0.80990106,0.84772092,0,0.101891376,0.11417705,0.10722478
F,employed,0,9671,0.642039,0.61652839,0.60091138,0,0.092758246,0.098157436,0.08452882
F,unemployed,1,12597,0.32376328,0.064130776,0.51054394,0,0.06271696,0.09547404,0.057487752
M,student,0,0,0.89513439,0.7285648,0.20396329,0,0.13108736,0.1602831,0.24656741
M,unemployed,1,8045,0.62902993,0.0,0.0,0,0.078508206,0.10061949,0.10042687
F,unemployed,1,0,0.39284003,0.0,0.6238687,0,0.27160412,0.24950142,0.22108316
F,employed,1,4852,0.89889693,0.83822882,0.83197802,0,0.111753695,0.113245554,0.11486287
M,retired,1,3373,0.091794431,0.0,0.2001425,0,0.2078301,0.14949097,0.15151376
F,employed,1,14040,0.72086853,0.38506806,0.5340485,0,0.03778307,0.06547192,0.049027085
F,retired,1,16712,0.36008185,0.15603785,0.0,0,0.02031626,0.03356867,0.027903803
M,employed,1,8794,0.15331081,0.72231907,0.82989925,0,0.17443627,0.07586376,0.075265445
F,employed,1,8015,0.66820687,0.77109355,0.88241905,0,0.08049679,0.08734223,0.06553306
M,retired,1,18248,0.0,0.0,0.20667604,0,0.0252569,0.027117126,0.025488429
M,retired,1,6606,0.36037067,0.29191107,0.0,0,0.08082549,0.09344325,0.11426723
F,retired,1,7131,0.15853088,0.34097561,0.0,0,0.10721705,0.05764146,0.089598626
M,employed,1,13323,0.87885356,0.16693769,0.66249496,0,0.046392716,0.08807397,0.041266695
F,unemployed,1,10854,0.0,0.0,0.13993533,0,0.06717156,0.068503544,0.10860397
F,employed,0,28216,0.62078398,0.0,0.043944109,0,0.023362512,0.028535975,0.042031348
M,employed,1,8072,0.20423163,0.61687356,0.0,0,0.15404765,0.10170716,0.13181978
M,unemployed,1,0,0.0,0.71006101,0.32565087,0,0.25720546,0.1887352,0.3010516
M,employed,1,7396,0.0,0.0,0.50087327,0,0.13751325,0.13696381,0.13428177
M,employed,1,47903,0.71936578,0.10762988,0.3087703,0,0.004839943,0.012748224,0.010293177
